id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
DE-112019005933-T5,Verfahren zum senden/empfangen von pdb-bezogenen signalen in einem drahtlosen kommunikationssystem und vorrichtung daf?r ,Lg Electronics Inc.,Laeyoung Kim,2018/12/31,2019/12/31,2021/8/12,,https://patents.google.com/patent/DE112019005933T5/de,https://patentimages.storage.googleapis.com/f0/fd/d5/1d7aa7343ec659/DE112019005933T5_0009.png
DE-102021102750-A1,Transversal angeregter akustischer filmvolumenresonator mit ?tzstoppschicht ,Resonant Inc,Patrick Turner,2020/2/18,2021/2/5,2021/8/19,,https://patents.google.com/patent/DE102021102750A1/de,https://patentimages.storage.googleapis.com/31/a3/f3/4d732b4c9959cf/DE102021102750A1_0001.png
DE-112020000387-T5,Vorrichtungen und Verfahren zur Vorspannung von Leistungsverst?rkern ,"Skyworks Solutions, Inc.","Kunal DATTA, Khaled A. Fayed, Edward James ANTHONY, Srivatsan JAYARAMAN, Jinghang FENG",2019/1/10,2020/1/8,2021/9/23,,https://patents.google.com/patent/DE112020000387T5/de,https://patentimages.storage.googleapis.com/bc/43/aa/c1660c88e8dc74/DE112020000387T5_0001.png
DE-102018110288-A1,Verfahren zur Detektion von Falschfahrern sowie Sensorsystem ,"Daniel Gillo, Benjamin Kirsch, Julian Neu","Daniel Gillo, Benjamin Kirsch, Julian Neu",2018/4/27,2018/4/27,2019/10/31,,https://patents.google.com/patent/DE102018110288A1/de,https://patentimages.storage.googleapis.com/75/40/95/2cd02b9a5bbcca/DE102018110288A1_0002.png
DE-112019003999-T5,Verfahren zum sch?tzen eines kanals durch ein endger?t in einem drahtlosen kommunikationssystem und vorrichtung daf?r ,Lg Electronics Inc.,"Jaehyung Kim, Seonwook Kim, Changhwan Park, Seokmin SHIN, Joonkui AHN, Suckchel YANG, Seunggye HWANG",2018/8/9,2019/8/9,2021/5/6,,https://patents.google.com/patent/DE112019003999T5/de,https://patentimages.storage.googleapis.com/4b/fa/4b/46c9c52b960937/DE112019003999T5_0169.png
DE-112019001765-T5,"Kommunikationsvorrichtung, basisstationsvorrichtung, kommunikationsverfahren,kommunikationsprogramm und kommunikationssystem ",Sony Corporation,"Hiroki Matsuda, Naoki Kusashima",2018/4/4,2019/3/4,2020/12/24,,https://patents.google.com/patent/DE112019001765T5/de,https://patentimages.storage.googleapis.com/ab/4e/72/baf5282b6f2935/DE112019001765T5_0001.png
DE-202020105099-U1,Authentifizierung-Element zur Identifikation eines Nutzers ,GRID INVENT gGmbH,,2020/9/4,2020/9/4,2021/3/18,,https://patents.google.com/patent/DE202020105099U1/de,https://patentimages.storage.googleapis.com/2a/e0/cb/6c9f742ebcd050/DE202020105099U1_0001.png
DE-102018105045-A1,Luftlageinformations- und Verkehrsmanagementsystem f?r unbemannte und bemannte Luftfahrzeuge ,Dfs Deutsche Flugsicherung Gmbh,Ralf Heidger,2018/3/6,2018/3/6,2019/9/12,,https://patents.google.com/patent/DE102018105045A1/de,https://patentimages.storage.googleapis.com/20/4b/16/d4ea681bc8bebe/DE102018105045A1_0001.png
DE-112019000596-T5,Optimierung von ressourcen des internets der dinge ,International Business Machines Corporation,"Christopher Molloy, Robert Milligan, Gordan Greenlee, Steven Waite",2018/5/1,2019/4/17,2020/11/26,,https://patents.google.com/patent/DE112019000596T5/de,https://patentimages.storage.googleapis.com/30/53/70/f343b541234644/DE112019000596T5_0001.png
DE-112018007007-T5,Verteilte selbstsouver?ne identit?ten zur virtualisierung von netzwerkfunktionen ,Intel Corporation,"Kapil Sood, Ned M. Smith",2018/2/1,2018/12/28,2020/11/12,,https://patents.google.com/patent/DE112018007007T5/de,https://patentimages.storage.googleapis.com/e5/71/2c/6c256a3de78aa2/DE112018007007T5_0007.png
DE-112018007463-T5,Flexibler Mehrfachzugriffs-Edge-Computing-Dienstverbrauch (Mec-Dienstverbrauch) durch Hostzoning ,Intel IP Corporation,"Kilian Roth, Miltiadis Filippou, Dario Sabella",2018/4/11,2018/12/28,2020/12/24,,https://patents.google.com/patent/DE112018007463T5/de,https://patentimages.storage.googleapis.com/15/53/b5/d91210ab60e0ab/DE112018007463T5_0001.png
DE-112019003991-T5,Verfahren zum verbessern der messleistungsf?higkeit eines endger?ts in einem drahtloskommunikationssystem und einrichtung daf?r ,Lg Electronics Inc.,"Jaehyung Kim, Changhwan Park, Joonkui AHN, Seunggye HWANG",2018/8/9,2019/8/9,2021/4/22,,https://patents.google.com/patent/DE112019003991T5/de,https://patentimages.storage.googleapis.com/c8/a2/0f/d20fd2036c5a46/DE112019003991T5_0167.png
DE-102019128187-A1,Verteilte Sperre f?r Datenerfassungssysteme ,Intel Corporation,"Grzegorz JERECZEK, Jakub Radtke, Pawel MAKOWSKI, Maciej Maciejewski, Pawel Lebioda, Piotr Pelplinski, Aleksandra Wisz",2018/12/28,2019/10/18,2020/7/2,,https://patents.google.com/patent/DE102019128187A1/de,https://patentimages.storage.googleapis.com/c6/1b/b2/61bba423bfc947/DE102019128187A1_0002.png
DE-112020001814-T5,Privatsph?rengesch?tzte autonome attestierung ,Intel Corporation,"Hari K. Tadepalli, Stephen T. Palermo, Thomas Joseph O'Dwyer, Abhilasha Bhargav-Spantzel, Ned M. Smith, Bhushan Girishkumar Parikh",2019/4/1,2020/3/27,2021/12/30,,https://patents.google.com/patent/DE112020001814T5/de,https://patentimages.storage.googleapis.com/e6/68/5f/327fdb5a6383c3/DE112020001814T5_0009.png
DE-102020202398-A1,Edge-server-cpu mit dynamischer deterministischer skalierung ,Intel Corporation,"Vasudevan Srinivasan, Christopher MacNamara, Edwin Verplanke, Lokpraveen Mosur, Nikhil Gupta, Sarita Maini, Stephen T. Palermo, Abhishek Khade",2019/4/1,2020/2/25,2020/10/1,,https://patents.google.com/patent/DE102020202398A1/de,https://patentimages.storage.googleapis.com/8e/89/c6/1e222bca9c7e89/DE102020202398A1_0002.png
DE-102019121437-A1,Modulare konfigurierbare Plattformarchitektur f?r CA/AD-Fahrzeuge ,Intel Corporation,"Divya Vijayaraghavan, Nageen Himayat, Florence Pon, Fatema Adenwala, Ankitha Chandran",2018/9/25,2019/8/8,2020/3/26,,https://patents.google.com/patent/DE102019121437A1/de,https://patentimages.storage.googleapis.com/81/00/cf/57faa3eb9bff0b/DE102019121437A1_0001.png
DE-102019121364-A1,Mobile edge-cloud-sicherheitsinfrastruktur ,Intel Corporation,"Patrick Connor, Kapil Sood, Scott Dubal, Andrew Herdrich, James Robert Hearn",2018/9/28,2019/8/7,2020/4/2,,https://patents.google.com/patent/DE102019121364A1/de,https://patentimages.storage.googleapis.com/43/6d/54/fb928959d0ca98/DE102019121364A1_0001.png
DE-102019121330-A1,Technologien f?r latenzarme netzwerk-paket?bertragungen ,Intel Corporation,"Anil Kumar, James Coleman, Rajkumar Khandelwal, Alexander Slota",2018/9/28,2019/8/7,2020/4/2,,https://patents.google.com/patent/DE102019121330A1/de,https://patentimages.storage.googleapis.com/c4/c8/a4/aa59b535b5b213/DE102019121330A1_0001.png
DE-112019005831-T5,Kompression in neuronalen netzen ,Movidius Ltd.,"Xiaofan Xu, Mi Sun Park, Cormac M. Brick",2018/12/18,2019/12/17,2021/8/12,,https://patents.google.com/patent/DE112019005831T5/de,https://patentimages.storage.googleapis.com/81/77/ad/a980f7154d829a/DE112019005831T5_0019.png
DE-102019123244-A1,Verbesserungen der verfolgung von multi-access-edgecomputing (mec)-geb?hrenerfassung und -abrechnung ,Intel Corporation,"Neal Oliver, Ned M. Smith, Kshitij Arun Doshi, Francesc Guim Bernat, Miltiadis Filippou, Suraj Prabhakaran, Dario Sabella",2018/9/30,2019/8/29,2020/4/2,,https://patents.google.com/patent/DE102019123244A1/de,https://patentimages.storage.googleapis.com/f8/dd/10/216df3f284ab32/DE102019123244A1_0001.png
DE-112019003647-T5,Verfahren und vorrichtung zum ausw?hlen eines ?ffentlichen terrestrischen mobilnetzes (plmn) in einem drahtlosen kommunikationssystem ,Lg Electronics Inc.,"SungDuck Chun, Laeyoung Kim, Hyunsook Kim",2018/8/31,2019/9/2,2021/5/6,,https://patents.google.com/patent/DE112019003647T5/de,https://patentimages.storage.googleapis.com/6d/cd/76/097904b8ae3c62/DE112019003647T5_0001.png
DE-112019003309-T5,Vorrichtung f?r einen sicheren sendungsempfang mit delegierungskette ,Intel Corporation,"Ned M. Smith, Mats Agerstam, Vijay Sarathi Kesavan, Shilpa Sodani",2018/6/29,2019/5/21,2021/3/18,,https://patents.google.com/patent/DE112019003309T5/de,https://patentimages.storage.googleapis.com/7b/f1/61/b9e1065e827917/DE112019003309T5_0001.png
DE-112019000346-T5,Semipersistenter Kanalzustands-Informationsbericht ,"Ofinno , LLC","Hua Zhou, Esmael Dinan, Alireza Babaei, Hyoungsuk Jeon, Ali Cirik, Kyungmin Park",2018/1/4,2019/1/4,2020/10/8,,https://patents.google.com/patent/DE112019000346T5/de,https://patentimages.storage.googleapis.com/62/db/fb/4cb434bbaad5de/DE112019000346T5_0002.png
DE-102019201988-A1,"Gesteuertes landwirtschaftssystem, landwirtschaftliche leuchtezur verwendung in einem gesteuerten landwirtschaftssystemund verfahren zur landwirtschaftlichen bewirtschaftung ",Osram Gmbh,"Timo Bongartz, Sebastian Olschowski, Norbert Haas, Guido Angenendt, Marek Burza, Norbert Magg",2018/2/20,2019/2/14,2019/8/22,,https://patents.google.com/patent/DE102019201988A1/de,https://patentimages.storage.googleapis.com/0c/21/dc/27b3018ad04daa/DE102019201988A1_0005.png
DE-202020001414-U1,Energiesparende Vorrichtung zur Detektion und bidirektionalen Z?hlung von Personen ,Ecosoph Gmbh,,2020/4/7,2020/4/7,2020/4/27,,https://patents.google.com/patent/DE202020001414U1/de,https://patentimages.storage.googleapis.com/1e/56/94/471b66d710303e/DE202020001414U1_0004.png
DE-102019130046-A1,Ein robotersystem mit verbessertem abtastmechanismus ,"Mujin, Inc.",Rosen Nikolaev Diankov,2019/1/25,2019/11/7,2020/7/30,,https://patents.google.com/patent/DE102019130046A1/de,https://patentimages.storage.googleapis.com/e1/6d/d0/ddbcdc18815ca7/DE102019130046A1_0001.png
DE-102019112380-A1,Verfahren und System zur robusten Sprechererkennungsaktivierung ,Intel Corporation,"Jonathan J. Huang, Tobias Bocklet",2018/6/21,2019/5/13,2019/12/24,,https://patents.google.com/patent/DE102019112380A1/de,https://patentimages.storage.googleapis.com/6a/47/ea/e190587a6173d8/DE102019112380A1_0001.png
DE-102019103663-A1,Datenfragmentrekombination f?r Internet-of-Things-Einrichtungen ,Intel Corporation,"Keith Nolan, Mark Kelly, Michael Nolan, Pat Cheevers",2018/3/30,2019/2/13,2019/10/2,,https://patents.google.com/patent/DE102019103663A1/de,https://patentimages.storage.googleapis.com/07/4f/ba/d0bc165970fad7/DE102019103663A1_0001.png
DE-202019005740-U1,Elektronische Vorrichtung mit flexiblem Display ,"Samsung Electronics Co., Ltd.",,2018/2/22,2019/2/21,2021/10/4,,https://patents.google.com/patent/DE202019005740U1/de,https://patentimages.storage.googleapis.com/00/c0/de/7a1795921912a6/DE202019005740U1_0004.png
DE-112018007704-T5,Modulares System f?r das Internet der Dinge ,Intel Corporation,"Christopher Lucero, Khine Han, Joshua Heppner, Christopher Rossi, Hadi Sharifi, Aniekeme Udofia, Abdul Bailey, Katherine Perkins, Kevin Hudson, Roderick Kronschnabel, Neha Purushothaman",2018/12/21,2018/12/21,2021/3/11,,https://patents.google.com/patent/DE112018007704T5/de,https://patentimages.storage.googleapis.com/66/f3/73/1270ba2be92d59/DE112018007704T5_0001.png
DE-112018007052-T5,Konfiguration und Onboarding von vertrauensw?rdigen IOT-Vorrichtungen ,Intel Corporation,"Ned M. Smith, Edward Agis, Eduardo Cabre, Jeremy Rover, David J. McCall",2018/2/9,2018/9/28,2020/10/22,,https://patents.google.com/patent/DE112018007052T5/de,https://patentimages.storage.googleapis.com/9b/56/03/a5b45ec6e88194/DE112018007052T5_0001.png
DE-102020125219-A1,End-to-end -dienstqualit?t in edge-computing -umgebungen ,Intel Corporation,"Rajesh Gadiyar, Timothy Verrall, Ned M. Smith, Francesc Guim Bernat, Kshitij Arun Doshi",2019/12/20,2020/9/28,2021/6/24,,https://patents.google.com/patent/DE102020125219A1/de,https://patentimages.storage.googleapis.com/79/10/78/f3d9eb24fa02c3/DE102020125219A1_0001.png
DE-102020113756-A1,Systeme und verfahren zur akustischen steuerung eines fahrzeuginnenraums ,"Ford Global Technologies, Llc","David Michael Herman, Nunzio DeCia, Nicholas Scheufler, Stephen Jay Orris",2019/5/21,2020/5/20,2020/11/26,,https://patents.google.com/patent/DE102020113756A1/de,https://patentimages.storage.googleapis.com/19/55/40/ef499e1133ac94/DE102020113756A1_0001.png
DE-202018005638-U1,Batterie?berwachungssystem und Batteriesensormodul ,Systec & Solutions Gmbh,,2018/12/10,2018/12/10,2019/1/14,,https://patents.google.com/patent/DE202018005638U1/de,https://patentimages.storage.googleapis.com/ae/65/94/480dd5cf9085d1/DE202018005638U1_0001.png
DE-112020000248-T5,Verfahren zum senden/empfangen von daten in einem drahtloskommunikationssystem und vorrichtung daf?r ,Lg Electronics Inc.,"Hyungtae Kim, Jiwon Kang, Kilbom LEE",2019/1/11,2020/1/13,2021/8/26,,https://patents.google.com/patent/DE112020000248T5/de,https://patentimages.storage.googleapis.com/ab/09/e5/b037e814859c69/DE112020000248T5_0033.png
DE-102019103927-A1,Systeme und Verfahren zur Ausf?hrung eines Sicherheitsprotokolls in einem durch hierarchische Zustandsautomaten gesteuerten Ausf?hrungsplan ,Intel Corporation,Ned M. Smith,2018/3/30,2019/2/15,2019/10/17,,https://patents.google.com/patent/DE102019103927A1/de,https://patentimages.storage.googleapis.com/91/84/ed/3b4efadf300422/DE102019103927A1_0002.png
DE-102020124562-A1,"Edge-gateway-system zur gesicherten, freilegbaren datenlieferung f?r prozessanlagen ","Fisher-Rosemount Systems, Inc.","Mark J. Nixon, Claudio Fayad, Robert G. Halgren III, Gary K. Law, John M. Caldwell, Anthony jr. Amaro, Peter Hartmann",2019/9/20,2020/9/21,2021/3/25,,https://patents.google.com/patent/DE102020124562A1/de,https://patentimages.storage.googleapis.com/17/a6/b8/c9a8251ff39ae3/DE102020124562A1_0001.png
DE-102018206608-B3,Bewertung der Sicherheitslage mittels IoT-Aktivit?tsmelder ,Siemens Schweiz Ag,"Patrik Domeisen, Hilmar Konrad",2018/4/27,2018/4/27,2019/6/27,2019/6/27,https://patents.google.com/patent/DE102018206608B3/de,https://patentimages.storage.googleapis.com/75/7c/9b/53af7276d65e9e/DE102018206608B3_0001.png
DE-112020000110-T5,Nutzung von in fahrzeugen erfassten fahrgastaufmerksamkeitsdaten f?rlokalisierungs- und standortbezogene dienste ,Motional Ad Llc,Taigo Maria Bonanni,2019/1/15,2020/1/15,2021/8/5,,https://patents.google.com/patent/DE112020000110T5/de,https://patentimages.storage.googleapis.com/ea/a3/13/2986b44f7ea338/DE112020000110T5_0004.png
DE-102019116295-A1,Elektroinstallationsdose mit nachr?stbarem Deckel ,G?nther Spelsberg GmbH & Co. KG,"Bernd Werkshagen, Frank Rauterkus, Kai Scharbatke",2019/6/14,2019/6/14,2020/12/17,,https://patents.google.com/patent/DE102019116295A1/de,https://patentimages.storage.googleapis.com/1d/3d/47/2566e1a217dd5b/DE102019116295A1_0001.png
DE-112019000127-T5,Ein robotersystem mit automatisiertem objekterkennungsmechanismus und verfahren zum betreiben dieses systems ,"Mujin, Inc.","Rosen Nikolaev Diankov, Russell Islam, Xutao Ye",2018/10/30,2019/10/29,2020/6/18,,https://patents.google.com/patent/DE112019000127T5/de,https://patentimages.storage.googleapis.com/af/37/c3/5aa4cd4db2482b/DE112019000127T5_0001.png
DE-102019105193-A1,Technologien zum beschleunigen von edge-vorrichtungsarbeitslasten ,Intel Corporation,"Francesc Guim Bernat, Mohan Kumar, Karthik Kumar, Suraj Prabhakaran, Anil Rao",2018/3/30,2019/2/28,2019/10/2,,https://patents.google.com/patent/DE102019105193A1/de,https://patentimages.storage.googleapis.com/e2/6a/86/1910c4201ba56e/DE102019105193A1_0001.png
DE-102019130048-A1,Ein robotersystem mit st?ckverlustverwaltungsmechanismus ,"Mujin, Inc.","Rosen Nikolaev Diankov, Huan Liu, Denys Kanunikov",2019/1/18,2019/11/7,2020/7/23,,https://patents.google.com/patent/DE102019130048A1/de,https://patentimages.storage.googleapis.com/55/2f/21/2ba429d24b97e6/DE102019130048A1_0001.png
DE-102019108376-A1,Sequenz zur Aushandlung und Aktivierung von Flexbus-Protokollen ,Intel Corporation,"Debendra Das Sharma, Michelle C. Jen, Prahladachar Jayaprakash Bharadwaj, Bruce A. Tennant, Mahesh Wagh",2018/5/4,2019/4/1,2019/11/7,,https://patents.google.com/patent/DE102019108376A1/de,https://patentimages.storage.googleapis.com/3b/61/9a/24d7a10a536476/DE102019108376A1_0001.png
DE-102019209546-A1,Intelligentes Edge-Rechensystem f?r das Internet of Everything (IoE) f?r hochzuverl?ssigen Dienst f?r das Internet of Things (IoT) ,Electronics And Telecommunications Research Institute,"Kwi Hoon KIM, Wan Seon Lim, Yong Geun Hong",2018/6/29,2019/6/28,2020/1/2,,https://patents.google.com/patent/DE102019209546A1/de,https://patentimages.storage.googleapis.com/52/74/0e/79533d90c9ed66/DE102019209546A1_0001.png
DE-112019003887-T5,Steuerung mehrerer antriebe unter verwendung eines oder mehrerer mit den mehreren antrieben assoziierter parameter ,Caterpillar Inc.,"Zhijun Cai, Ronald Gayles, Yanchai Zhang, Stephen Nofszinger, Maurice Dust",2018/9/4,2019/9/4,2021/4/22,,https://patents.google.com/patent/DE112019003887T5/de,https://patentimages.storage.googleapis.com/b9/aa/02/00313d92f324e6/DE112019003887T5_0001.png
DE-202020106136-U1,Ein eingebettetes IoT-Terminal ,"Suzhou Ainage Information Technology Co., Ltd.",,2019/12/31,2020/8/12,2020/12/1,,https://patents.google.com/patent/DE202020106136U1/de,https://patentimages.storage.googleapis.com/d0/1a/84/f93696aa2d6a02/DE202020106136U1_0001.png
DE-112019003558-T5,"Verfahren zur Durchf?hrung von Massnahmen gem?ss einem LBT-Typ in einem unlizenzierten Band in einem drahtlosen Kommunikationssystem und Benutzervorrichtung, die das System verwendet ",Lg Electronics Inc,"Sechang MYUNG, Seonwook Kim, Joonkui AHN, Suckchel YANG",2018/8/9,2019/8/9,2021/4/29,,https://patents.google.com/patent/DE112019003558T5/de,https://patentimages.storage.googleapis.com/80/7c/9e/f129c3557b926a/DE112019003558T5_0010.png
DE-102019104309-A1,"Verkehrsverwaltungssystem, komponenten eines verteilten verkehrsverwaltungssystems, priorisierungs-/lastverteilungssystem und verfahren daf?r ",Intel Corporation,Mateusz Bronk,2018/6/28,2019/2/20,2020/1/2,,https://patents.google.com/patent/DE102019104309A1/de,https://patentimages.storage.googleapis.com/fe/fe/9b/82c6fb1c2de3a9/DE102019104309A1_0001.png
DE-112019006542-T5,Ausw?hlen einer drahtlosnetzwerkverbindung ,Google Llc,"Mukesh AGRAWAL, Rebecca Lynn Braynard Silberstein",2019/1/2,2019/1/2,2021/9/23,,https://patents.google.com/patent/DE112019006542T5/de,https://patentimages.storage.googleapis.com/5d/d6/93/a3873b79ac4c99/DE112019006542T5_0001.png
DE-102019110309-A1,Integrit?tsschutz mit geringem overhead und hoher verf?gbarkeit f?r vertrauensdom?nen ,Intel Corporation,"Baiju Patel, Kirk Yap, Siddhartha Chhabra, Rajat Agarwal",2018/6/29,2019/4/18,2020/1/2,,https://patents.google.com/patent/DE102019110309A1/de,https://patentimages.storage.googleapis.com/99/9f/90/9bc470bd2da13c/DE102019110309A1_0002.png
DE-102020102782-A1,Techniken zum ?berwachen von Steuerebenennetzverkehr ,Intel Corporation,"Krishnamurthy Jambur Sathyanarayana, Fiona Trahe, Anthony Kelly, Brendan Ryan, Stephen Doyle, Andrey Chilikin",2019/2/26,2020/2/4,2020/8/27,,https://patents.google.com/patent/DE102020102782A1/de,https://patentimages.storage.googleapis.com/5a/c1/b2/de553b7c29dd30/DE102020102782A1_0001.png
DE-102020104357-A1,Sicherheitszertifikatverwaltung und Meldung von sich fehlverhaltenden Fahrzeugen in Fahrzeug-zu-Alles-Kommunikation (V2X-Kommunikation) ,Intel Corporation,"Xiruo Liu, Liuyang Yang, Leonardo Gomes Baltar, Moreno Ambrosin, Manoj Sastry",2019/3/1,2020/2/19,2020/9/17,,https://patents.google.com/patent/DE102020104357A1/de,https://patentimages.storage.googleapis.com/48/28/d8/709dac931954d2/DE102020104357A1_0001.png
DE-102019108794-A1,Systeme und verfahren zum erzeugen von ladewarnungen ,"Ford Global Technologies, Llc","David Michael Herman, Nicholas Scheufler, David A. Herman, Nunzio DeCia, David Joseph Orris, Stephen Jay Orris jun.",2018/4/5,2019/4/3,2019/10/10,,https://patents.google.com/patent/DE102019108794A1/de,https://patentimages.storage.googleapis.com/75/31/4d/c7aec90a71d689/DE102019108794A1_0001.png
DE-102019212977-A1,Strahlformende kommunikationssysteme mit sensorgest?tztem strahlmanagement ,"Skyworks Solutions, Inc.",Dominique Michel Yves Brunel,2018/8/30,2019/8/29,2020/3/5,,https://patents.google.com/patent/DE102019212977A1/de,https://patentimages.storage.googleapis.com/11/df/fb/9f2b8451202725/DE102019212977A1_0001.png
DE-102018108313-A1,Verfahren und Verarbeitungsvorrichtung zum Ausf?hren einer kryptografischen Operation auf Gitterbasis ,Infineon Technologies Ag,Thomas Poeppelmann,2018/4/9,2018/4/9,2019/10/10,,https://patents.google.com/patent/DE102018108313A1/de,https://patentimages.storage.googleapis.com/41/fe/08/84de64e1f7b3e5/DE102018108313A1_0047.png
DE-112019001713-T5,Verfolgung und rangeinstufung von desinfektionsverhalten ,"Uv Partners, Inc.",David W. Baarman,2018/3/30,2019/3/25,2021/2/18,,https://patents.google.com/patent/DE112019001713T5/de,https://patentimages.storage.googleapis.com/b5/57/9f/4cc8a7ac3e9a52/DE112019001713T5_0001.png
DE-112019000089-B4,Verfahren und System zum Anzeigen von SMS-Abonnement f?r das UE bei ?nderung des SMS-Abonnements in einem Netzwerk ,Nec Corporation,"Toshiyuki Tamura, Kundan Tiwari, Sheeba Backia Mary BASKARAN",2018/8/9,2019/5/8,2021/9/16,2021/9/16,https://patents.google.com/patent/DE112019000089B4/de,https://patentimages.storage.googleapis.com/26/6f/9b/c0f66e68b2e015/DE112019000089B4_0001.png
DE-112019001320-T5,"Vorrichtungen, systeme und verfahren zum verbinden und authentifizieren lokaler vorrichtungen mit/gegen?ber einer gemeinsamen gateway-vorrichtung ",Cypress Semiconductor Corporation,"Hui Luo, Hongwei Kong, Kaiping Li, Sungeun Lee, Sridhar Prakasam",2018/3/12,2019/2/15,2021/2/11,,https://patents.google.com/patent/DE112019001320T5/de,https://patentimages.storage.googleapis.com/52/27/5f/e8e3c1a91c0f91/DE112019001320T5_0001.png
DE-112019002913-T5,Verwaltung von zuweisungen bevorzugter kan?le zwischendrahtloskommunikationsb?ndern ,Intel Corporation,"Markus Dominik Mueck, Dario Sabella",2018/6/8,2019/6/5,2021/3/4,,https://patents.google.com/patent/DE112019002913T5/de,https://patentimages.storage.googleapis.com/00/f0/a3/fc9b96931cb4a1/DE112019002913T5_0001.png
DE-112019002752-T5,"Ble-netzwerk-systeme und -verfahren, die eine zentrale und periphererollenumkehr mit unabh?ngiger peripherer netzwerkkonnektivit?t bereitstellen ","Link Labs, Inc.","Mark Bloechl, Scott Wohler, Ricardo Jr. Luna, Patrick Li, Brian Emery RAY",2018/5/29,2019/3/20,2021/4/1,,https://patents.google.com/patent/DE112019002752T5/de,https://patentimages.storage.googleapis.com/40/49/8e/cbbc5df178667d/DE112019002752T5_0006.png
DE-112019005604-T5,Function-as-a-service-system-verbesserungen (faas-system-verbesserungen) ,Intel Corporation,"Mohammed R. Haghighat, Kshitij Doshi, Andrew J. Herdrich, Anup MOHAN, Ravishankar R. Iyer, Mingqiu Sun, Krishna Bhuyan, Teck Joo Goh, Mohan J. Kumar, Michael Prinke, Michael LeMay, Leeor Peled, Jr-Shian Tsai, David M. Durham, Jeffrey D. Chamberlain, Vadim A. Sukhomlinov, Eric J. Dahlen, Sara Baghsorkhi, Harshad Sane, Areg Melik-Adamyan, Ravi Sahita, Dmitry Yurievich Babokin, Ian M. Steiner, Alexander Bachmutsky, Anil Rao, Mingwei Zhang, Nilesh K. Jain, Amin Firoozshahian, Baiju V. Patel, Wenyong Huang, Yeluri Raghuram",2018/11/8,2019/4/16,2021/9/9,,https://patents.google.com/patent/DE112019005604T5/de,https://patentimages.storage.googleapis.com/25/a3/11/61009545868dfb/DE112019005604T5_0005.png
DE-102019106037-A1,"Netzwerkkomponente, Netzwerkschalter, Zentrale, Basisstation, Datenspeicherung, Verfahren und Vorrichtung zum Verwalten von Daten, Computerprogramm, maschinenlesbare Speichervorrichtung und maschinenlesbares Medium ",Intel Corporation,"Timothy Verrall, Mark Schmisseur, Thomas Willhalm, Francesc Guim Bernat, Karthik Kumar",2018/4/10,2019/3/8,2019/10/10,,https://patents.google.com/patent/DE102019106037A1/de,https://patentimages.storage.googleapis.com/1d/59/fb/35ab7957bf3699/DE102019106037A1_0001.png
DE-102021200034-A1,Ladungspumpen mit niedrigem rauschverhalten ,"Skyworks Solutions, Inc.",Lui Lam,2020/1/9,2021/1/5,2021/7/15,,https://patents.google.com/patent/DE102021200034A1/de,https://patentimages.storage.googleapis.com/3a/e6/ff/915274d8eae60a/DE102021200034A1_0001.png
DE-112019003211-T5,System aus Strahlformer und akustischem Echokompensator (AEC) ,Cypress Semiconductor Corporation,"Ted Wada, Ashutosh Pandey",2018/6/25,2019/6/20,2021/4/1,,https://patents.google.com/patent/DE112019003211T5/de,https://patentimages.storage.googleapis.com/13/80/c2/37b5655b09b2eb/DE112019003211T5_0007.png
DE-102019122934-A1,Automatisierte preboot-leistungsf?higkeit-messung ,Intel Corporation,"Mark Segal, Vladimir Makarov, Udy Hershkovitz",2018/9/28,2019/8/27,2020/4/2,,https://patents.google.com/patent/DE102019122934A1/de,https://patentimages.storage.googleapis.com/6e/98/f5/40b9e0df8ed916/DE102019122934A1_0001.png
DE-112019006548-T5,Lenkwinkelkalibrierung ,Motional Ad Llc,"Omar AL ASSAD, Francesco Seccamonte",2018/12/31,2019/12/27,2021/10/7,,https://patents.google.com/patent/DE112019006548T5/de,https://patentimages.storage.googleapis.com/40/e4/49/7020a693f83ea4/DE112019006548T5_0024.png
DE-112019005086-T5,GESTUFTE FORENSIK VON IoT-SYSTEMEN IN CLOUD- UND ZEITREIHENDATENBANKEN ,EMC IP Holding Company LLC,"Jehuda Shemer, Kfir Wolfson, Assaf Natanzon",2018/10/10,2019/7/10,2021/8/12,,https://patents.google.com/patent/DE112019005086T5/de,https://patentimages.storage.googleapis.com/1e/56/e0/69da029a558fef/DE112019005086T5_0001.png
DE-112019000884-T5,Systeme und verfahren f?r einen geringen stromverbrauch durch ein drahtloses sensorger?t ,Cypress Semiconductor Corporation,"Kamesh MEDAPALLI, Brian Bedrosian",2018/2/20,2019/2/13,2020/10/29,,https://patents.google.com/patent/DE112019000884T5/de,https://patentimages.storage.googleapis.com/d2/70/5c/82ac38236b3f96/DE112019000884T5_0001.png
DE-102020203393-A1,Missionskritische push-benachrichtigung in einem hochzuverl?ssigen informationszentrischen netzwerk ,Intel Corporation,"Satish Chandra Jha, Ned M. Smith, Srikanteswara Srikathyayani, Kathiravetpillai Sivanesan, Eve M. Schooler, Zongrui Ding, Venkatesan Nallampatti Ekambaram, S.M. Iftekharul Alam, Kuilin Clark Chen, Yi Zhang",2019/6/28,2020/3/17,2020/12/31,,https://patents.google.com/patent/DE102020203393A1/de,https://patentimages.storage.googleapis.com/fd/3c/a6/c2116dd1e05959/DE102020203393A1_0001.png
